id,scientificName,species,genus,family,phylum,class,eventDate,decimalLatitude,decimalLongitude,depth,minimumDepthInMeters,maximumDepthInMeters,country,locality,marine,basisOfRecord
01a8a98a-fef8-4540-9762-e9c8e32ecd91,Ariosoma balearicum,Ariosoma balearicum,Ariosoma,Congridae,Chordata,Teleostei,,0.0,75.0,,,,,,True,PreservedSpecimen
01a8b86e-aae2-40e7-8b67-83e070814ac2,Zanclus cornutus,Zanclus cornutus,Zanclus,Zanclidae,Chordata,Teleostei,2025-03-15T09:27:00+05:00,4.2144474853,72.8634401132,,,,,,True,HumanObservation
01a99140-d421-4738-95c0-0d200f0d479f,Caranx melampygus,Caranx melampygus,Caranx,Carangidae,Chordata,Teleostei,2025-02-02T10:57:00+05:00,3.5253622607,72.9216611103,,,,,,True,HumanObservation
01ab5329-6d40-4a99-8a68-19792657a925,Bodianus axillaris,Bodianus axillaris,Bodianus,Labridae,Chordata,Teleostei,2023-12-20T11:30:00+05:00,3.5554292131,72.9334253859,,,,,,True,HumanObservation
01ac034b-2540-4cb1-9587-c0c9712e4eed,Lagocephalus lunaris,Lagocephalus lunaris,Lagocephalus,Tetraodontidae,Chordata,Teleostei,,13.083,80.3,,,,,Madras,True,PreservedSpecimen
01ac2f95-ad08-43f1-b34b-c8bf897969dd,Osteogeneiosus militaris,Osteogeneiosus militaris,Osteogeneiosus,Ariidae,Chordata,Teleostei,,10.0,75.0,,,,Inde,,True,PreservedSpecimen
01acc9b8-3e87-4d3e-80e9-0df1c2cc06cc,Siganus stellatus,Siganus stellatus,Siganus,Siganidae,Chordata,Teleostei,2024-08-08T14:21:46+05:00,4.0063722906,72.9512806918,,,,,,True,HumanObservation
01ad4fee-f88a-41a8-92aa-d2e5569e2548,Decapterus smithvanizi,Decapterus smithvanizi,Decapterus,Carangidae,Chordata,Teleostei,,19.73633,92.292,,,,Myanmar,,True,PreservedSpecimen
01af95cd-8ea3-41cd-ae66-e79bb43e92aa,Stolephorus tri,Stolephorus tri,Stolephorus,Engraulidae,Chordata,Teleostei,1852-07-02T00:00:00Z,19.9666671753,72.7166671753,,,,,Dahanu Creek,True,HumanObservation
01afc61c-296f-4534-9247-dd55512ee6c1,Tylosurus crocodilus,Tylosurus crocodilus,Tylosurus,Belonidae,Chordata,Teleostei,2026-03-08T06:26:08+05:00,5.3298583736,73.6507293881,,,,,,True,HumanObservation
01b06cc7-6e78-4841-905f-9ccff211f89b,Epinephelus melanostigma,Epinephelus melanostigma,Epinephelus,Epinephelidae,Chordata,Teleostei,1953-07-02T12:00:00Z,11.0,72.5,,,,,Lakshadweep Islands,True,HumanObservation
01b09d17-54a6-4d6b-9d74-797b445912b5,Actinopteri,,,,Chordata,,2023-01-09,21.7547521,89.2838353,,,,,Sundarban west wildlife sanctuary,True,MachineObservation
01b0d6cf-3af4-43aa-925f-c6df79f77907,Amphiprion ocellaris,Amphiprion ocellaris,Amphiprion,Pomacentridae,Chordata,Teleostei,2024-04-13T08:49:00+05:30,11.9760503,92.9875565,,,,,,True,HumanObservation
01b1cabb-06f7-48c9-ae6e-d4816489770b,Pycnochromis fieldi,Pycnochromis fieldi,Pycnochromis,Pomacentridae,Chordata,Teleostei,2026-05-03T11:27:00+05:00,1.8196878643,73.4021821802,,,,,,True,HumanObservation
01b1e899-fdce-42cb-9f43-af58ff45709d,Abudefduf sordidus,Abudefduf sordidus,Abudefduf,Pomacentridae,Chordata,Teleostei,2026-04-16T09:26:54+05:30,6.0289138889,80.2137583333,,,,,,True,HumanObservation
01b2c68e-66c0-4056-b1af-41327009519c,Chaetodon trifascialis,Chaetodon trifascialis,Chaetodon,Chaetodontidae,Chordata,Teleostei,2024-09-03T09:28:00+05:00,4.0279690637,73.5384179114,,,,,,True,HumanObservation
01b2ed7a-953a-45dc-989a-6ecc3b8b5ba3,Lagocephalus spadiceus,Lagocephalus spadiceus,Lagocephalus,Tetraodontidae,Chordata,Teleostei,,21.13479,69.798798,,,,India,,True,PreservedSpecimen
01b321dd-e0fe-45aa-bd83-46347f7a10e5,Chanos chanos,Chanos chanos,Chanos,Chanidae,Chordata,Teleostei,,24.8666667,67.05,,,,Pakistan,,True,PreservedSpecimen
01b41807-d3fb-4939-9ba0-6bf452fb1b15,Lates calcarifer,Lates calcarifer,Lates,Latidae,Chordata,Teleostei,,24.8666667,67.05,,,,Pakistan,,True,PreservedSpecimen
01b5abeb-94c3-4fb5-9e2d-b45a12ea463b,Escualosa thoracata,Escualosa thoracata,Escualosa,Dorosomatidae,Chordata,Teleostei,2023-01-08,21.7565804,89.2230174,,,,,Sundarbans west wildlife sanctuary,True,MachineObservation
01b6694e-2f1e-4b09-bf32-8edaf134426a,Escualosa thoracata,Escualosa thoracata,Escualosa,Dorosomatidae,Chordata,Teleostei,2023-01-09,21.7039313,89.2610014,,,,,Sundarbans west wildlife sanctuary,True,MachineObservation
01b6fb25-aad6-45c4-9922-938ca2256457,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,3.4360133333333,85.9557999999999,,,,,,True,Occurrence
01b73838-dc53-48c4-b1f1-56d0f2ce87ee,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,3.4192166666667,74.1509999999999,,,,,,True,Occurrence
01b7beea-5622-4e08-affb-27703355fec5,Coilia dussumieri,Coilia dussumieri,Coilia,Engraulidae,Chordata,Teleostei,2023-01-08,21.827841,89.1954232,,,,,Sundarbans west wildlife sanctuary,True,MachineObservation
01b834f9-87ac-44a8-ba72-2d6c58b36d69,Acanthurus lineatus,Acanthurus lineatus,Acanthurus,Acanthuridae,Chordata,Teleostei,2017-08-15T12:48:00+05:30,8.5810780631,81.2396110534,,,,,,True,HumanObservation
01b85873-de53-4ab8-9411-9b11fa930e55,Dascyllus aruanus,Dascyllus aruanus,Dascyllus,Pomacentridae,Chordata,Teleostei,1758-07-02T12:00:00Z,8.38333320618,79.7333297729,,,,,"Bar Reef Marine Sanctuary, Sri Lanka",True,HumanObservation
01b975ba-7c22-4ba0-9ca6-0dcca5900345,Scarus frenatus,Scarus frenatus,Scarus,Scaridae,Chordata,Teleostei,2024-03-29T11:52:00+05:00,3.653206508,72.9515485951,,,,,,True,HumanObservation
01b9c133-f538-410b-9b55-124f49d49832,Lutjanus argentimaculatus,Lutjanus argentimaculatus,Lutjanus,Lutjanidae,Chordata,Teleostei,2023-01-09,21.7039313,89.2610014,,,,,Sundarbans west wildlife sanctuary,True,MachineObservation
01b9fd35-31f1-41a6-b4b3-8d848e5d18ad,Mugil cephalus,Mugil cephalus,Mugil,Mugilidae,Chordata,Teleostei,1758-07-02T12:00:00Z,19.9666671753,72.7166671753,,,,,Dahanu Creek,True,HumanObservation
01ba158b-95d5-4f2b-9367-898efb4c5f3f,Hoplostethus rubellopterus,Hoplostethus rubellopterus,Hoplostethus,Trachichthyidae,Chordata,Teleostei,2025-01-30,7.57012,76.41054,325.0,200.0,450.0,,Sakthikulangara,True,HumanObservation
01ba6a16-c3b9-4f49-beae-12b5600df4a5,Gymnothorax javanicus,Gymnothorax javanicus,Gymnothorax,Muraenidae,Chordata,Teleostei,2025-01-11T10:25:00+05:00,4.5328002137,73.3736049011,,,,,,True,HumanObservation
01bacbdf-2adb-4e3e-971e-a7c106c363f1,Trachyrhamphus serratus,Trachyrhamphus serratus,Trachyrhamphus,Syngnathidae,Chordata,Teleostei,1941-01-06,13.257938,80.338105,,,,India,"Ennur Fisheries Station, Madras Presidency.",True,PreservedSpecimen
01bc53f4-0927-42d5-a2c3-251126818cc3,Schistura,,Schistura,Nemacheilidae,Chordata,Teleostei,1962-02-13,17.925406,73.658672,,,,India,Maharashtra: Marhableshwar.  Alt.=1250 M.,True,PreservedSpecimen
01bd23a7-91d9-49b7-ac93-8063cae073dc,Anodontostoma chacunda,Anodontostoma chacunda,Anodontostoma,Dorosomatidae,Chordata,Teleostei,2023-01-09,21.7549458,89.2837655,,,,,Sundarbans west wildlife sanctuary,True,MachineObservation
01be3d2a-c288-467a-8c0f-96a5182f6aa1,Uranoscopus cognatus,Uranoscopus cognatus,Uranoscopus,Uranoscopidae,Chordata,Teleostei,,21.6472225189,87.6333312988,,,,,Digha Coast,True,HumanObservation
01be5015-60fd-4a42-a41d-9740e069d771,Cephalopholis leopardus,Cephalopholis leopardus,Cephalopholis,Epinephelidae,Chordata,Teleostei,2018-03-30T21:28:00+02:00,4.4558979,73.5594128,,,,,,True,HumanObservation
01bf202a-84ef-4f43-9230-2620308015eb,Thalassoma hardwicke,Thalassoma hardwicke,Thalassoma,Labridae,Chordata,Teleostei,2024-02-06T16:41:00+05:00,3.6186166667,72.7808333333,,,,,,True,HumanObservation
01bfd218-945f-4c65-814d-3821f19b31c7,Cyprinidae,,,Cyprinidae,Chordata,Teleostei,,18.566,73.966,,,,India,Poonah,True,PreservedSpecimen
01c01895-332c-4aa2-9f24-df817092b2bc,Sargocentron caudimaculatum,Sargocentron caudimaculatum,Sargocentron,Holocentridae,Chordata,Teleostei,2019-12-13T19:47:00-08:00,3.7582821532,72.9644264177,,,,,,True,HumanObservation
01c1d280-9ce1-4f20-92bc-d587421e8aed,Cyclothone,,Cyclothone,Gonostomatidae,Chordata,Teleostei,,4.3,80.1333,,,,,,True,PreservedSpecimen
01c3f4b5-efe6-40d9-97c8-ba96a3db4573,Ctenochaetus truncatus,Ctenochaetus truncatus,Ctenochaetus,Acanthuridae,Chordata,Teleostei,2026-05-03T10:02:42+05:00,1.8187580562,73.401501584,,,,,,True,HumanObservation
01c5f70c-0a67-4319-8b9b-19201618bea1,Bassozetus glutinosus,Bassozetus glutinosus,Bassozetus,Ophidiidae,Chordata,Teleostei,1951-05-03 00:00:00.0000000,15.9,90.283302,2600.0,2600.0,2600.0,,Bay of Bengal,True,PreservedSpecimen
01c61fda-8130-4cd5-9bae-f59713523aeb,Scomberoides tol,Scomberoides tol,Scomberoides,Carangidae,Chordata,Teleostei,,11.983,79.833,,,,inde,,True,PreservedSpecimen
01c698a0-e83b-49ac-97e8-1606b5be9d5c,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,2.95577999999999,73.9222166666669,,,,,,True,Occurrence
01c7396c-1b1b-4b54-abb4-440a1d5838c6,Gymnothorax javanicus,Gymnothorax javanicus,Gymnothorax,Muraenidae,Chordata,Teleostei,2013-04-07T12:20:00+02:00,4.1933871689,72.819549566,,,,,,True,HumanObservation
01c7a1fe-492a-457d-9f57-45aaa0439a7c,Cephalopholis argus,Cephalopholis argus,Cephalopholis,Epinephelidae,Chordata,Teleostei,2014-01-19T15:53:00+05:00,3.8787515298,73.3665798277,,,,,,True,HumanObservation
01c81018-6ed3-4e73-96d6-1ccca1a264a6,Alepes kleinii,Alepes kleinii,Alepes,Carangidae,Chordata,Teleostei,2009-08-04/2009-08-20,11.25,75.31,50.0,,50.0,,Calicut,True,HumanObservation
01c92964-3450-46d4-b68b-3f6bbcfba59a,Otolithoides pama,Otolithoides pama,Otolithoides,Sciaenidae,Chordata,Teleostei,2023-01-09,21.703521,89.2614816,,,,,Sundarban west wildlife sanctuary,True,MachineObservation
01ca7347-2780-4906-ab6a-19aa82258c24,Rhabdosargus sarba,Rhabdosargus sarba,Rhabdosargus,Sparidae,Chordata,Teleostei,,11.0,72.5,,,,,Lakshadweep Islands,True,HumanObservation
01cad2f1-b1cc-4b37-b172-2dec95e736fd,Ostracion cubicum,Ostracion cubicum,Ostracion,Ostraciidae,Chordata,Teleostei,2018-07-14T14:51:00+05:00,5.4926216,72.9373468,,,,,,True,HumanObservation
01cb1cec-b7fb-49e5-b07a-0d5f9ecd0e6f,Bathygobius cocosensis,Bathygobius cocosensis,Bathygobius,Gobiidae,Chordata,Teleostei,2023-01-09,21.7039168,89.2609951,,,,,Sundarbans West Wildlife Sanctuary,True,MachineObservation
01cb74b7-9a5c-4948-8063-4ee8d5c3ebe2,Johnius borneensis,Johnius borneensis,Johnius,Sciaenidae,Chordata,Teleostei,1966-09-20T12:00:00Z,11.5,79.8000030518,,,,India,"India: Madras State; Porto Novo, In Bay of Bengal - From 1 To 5 mi. Out In Bay of Bengal Off Mouth of Vellar, Purchased ca. 1200-1400 From Chinnur-Pudupet Fish Market.",True,PreservedSpecimen
01cba5ff-8e8e-4891-b32c-9aaf907c6f8e,Actinopteri,,,,Chordata,,2023-01-09,21.7933133,89.2810876,,,,,Sundarban west wildlife sanctuary,True,MachineObservation
01cd40aa-3297-49c2-b307-04e122b84fe1,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,3.4192166666667,74.1509999999999,,,,,,True,Occurrence
01cd5e05-e93c-4de7-8353-9a048b242dbc,Ostracion cubicum,Ostracion cubicum,Ostracion,Ostraciidae,Chordata,Teleostei,2021-05-20T11:52:00-10:00,4.091104,72.8621326,,,,,,True,HumanObservation
01cdeb9d-6e8c-49c4-846b-e80a590e503c,Pterois volitans,Pterois volitans,Pterois,Scorpaenidae,Chordata,Teleostei,1969/1980,11.21,72.79,,,,,Kadmat,True,HumanObservation
01d27c55-709d-4143-abc4-ed77bd7b6881,Coilia ramcarati,Coilia ramcarati,Coilia,Engraulidae,Chordata,Teleostei,2023-01-08,21.827841,89.1954232,,,,,Sundarbans west wildlife sanctuary,True,MachineObservation
01d313b6-d28b-48ba-a47b-03eaf66cb867,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,2.90548999999999,75.067066666667,,,,,,True,Occurrence
01d40be9-62b4-4e57-bf8a-c064e52d157d,Trachinotus botla,Trachinotus botla,Trachinotus,Carangidae,Chordata,Teleostei,,9.271098,80.814225,,,,Sri Lanka,,True,PreservedSpecimen
01d473ce-34bd-43c4-94d6-29be2da74472,Pomacentrus caeruleus,Pomacentrus caeruleus,Pomacentrus,Pomacentridae,Chordata,Teleostei,2014-04-20T10:49:00+05:00,5.4917376704,73.4250494511,,,,,,True,HumanObservation
01d4c8f2-a519-4aa7-908f-17fa5116837f,Cirrhitichthys oxycephalus,Cirrhitichthys oxycephalus,Cirrhitichthys,Cirrhitidae,Chordata,Teleostei,2024-09-12T22:02:00+05:00,5.1254100893,73.075206664,,,,,,True,HumanObservation
01d4f94a-ec24-4aa7-8f1a-cce2bdc963e0,Caranx ignobilis,Caranx ignobilis,Caranx,Carangidae,Chordata,Teleostei,2019-12-27T20:51:00+05:30,19.19584,72.9736189722,,,,,,True,HumanObservation
01d5617b-3fdc-46f0-bc9b-ddc09c438999,Labroides dimidiatus,Labroides dimidiatus,Labroides,Labridae,Chordata,Teleostei,2004-12-08,3.8223363958,72.8471448438,,,,,,True,HumanObservation
01d72f14-8b72-4584-b177-81ab821d1e5c,Coris formosa,Coris formosa,Coris,Labridae,Chordata,Teleostei,,7.117000103,79.8079986572,,,,Sri Lanka,,True,HumanObservation
01d8e6e6-bd21-4da1-9599-e7d3f957c509,Deveximentum insidiator,Deveximentum insidiator,Deveximentum,Leiognathidae,Chordata,Teleostei,2017-12-28T10:00:00+02:00,12.01176,75.2100666667,,,,,,True,HumanObservation
01d97af2-214f-407f-abe6-df8e63069db8,Pampus argenteus,Pampus argenteus,Pampus,Stromateidae,Chordata,Teleostei,,24.8666667,67.05,,,,Pakistan,,True,PreservedSpecimen
01d9fb82-04b7-48e0-bc1f-b3c728d0e629,Coelorinchus quadricristatus,Coelorinchus quadricristatus,Coelorinchus,Macrouridae,Chordata,Teleostei,1998/2007,12.4779,73.2697,350.0,200.0,500.0,,Southwest coast of India,True,HumanObservation
01d9fd05-51ae-46cb-9735-2091e2d87c5c,Actinopteri,,,,Chordata,,2023-01-09,21.7933133,89.2810876,,,,,Sundarban west wildlife sanctuary,True,MachineObservation
01da62bd-a43e-4ff9-ad99-3d243df019e4,Acanthurus lineatus,Acanthurus lineatus,Acanthurus,Acanthuridae,Chordata,Teleostei,2021-10-17T15:31:00+05:30,0.8480194755,73.4057771487,,,,,,True,HumanObservation
01e02263-7cb5-4bd2-ad29-92a7188eb66e,Terapon jarbua,Terapon jarbua,Terapon,Terapontidae,Chordata,Teleostei,2000/2002,8.26,73.03,,,,,Minicoy Lagoon,True,HumanObservation
01e09c39-a6a4-4215-9902-b4303b121b9e,Istigobius ornatus,Istigobius ornatus,Istigobius,Gobiidae,Chordata,Teleostei,,9.246019,79.211491,,,,India,,True,PreservedSpecimen
01e146dc-6e68-4e28-a70c-fe4ddf775a20,Gymnothorax favagineus,Gymnothorax favagineus,Gymnothorax,Muraenidae,Chordata,Teleostei,2024-03-09T17:23:54+05:30,15.3698696442,73.8619694486,,,,,,True,HumanObservation
01e161dd-1c12-4a2f-84cd-d36bd5191fdb,Stethojulis,,Stethojulis,Labridae,Chordata,Teleostei,,4.1,72.7417,,,,Maldives,,True,PreservedSpecimen
01e29f86-63c1-4dce-937b-637e73bb2594,Balistapus undulatus,Balistapus undulatus,Balistapus,Balistidae,Chordata,Teleostei,2026-01-07T16:33:00+05:00,5.0644636328,73.0318367285,,,,,,True,HumanObservation
01e34725-61cb-4b26-b702-dc0337744611,Chlorophthalmus chalybeius,Chlorophthalmus chalybeius,Chlorophthalmus,Chlorophthalmidae,Chordata,Teleostei,1955-10-07,24.0,83.0,,,,,,True,preservedspecimen
01e393db-eb93-47e8-bc2a-21cf4df4a550,Coryphaena hippurus,Coryphaena hippurus,Coryphaena,Coryphaenidae,Chordata,Teleostei,,10.0,95.0,,,,,Thailand,True,PreservedSpecimen
01e3a623-b291-4afd-adf2-6f0f207b9459,Ostorhinchus moluccensis,Ostorhinchus moluccensis,Ostorhinchus,Apogonidae,Chordata,Teleostei,2007/2008,8.6626,78.3192,43.0,43.0,43.0,,"Chinnamuttom, Kanyakumari",True,HumanObservation
01e3e274-3785-4f12-870c-02005398d8a4,Amphiprion biaculeatus,Amphiprion biaculeatus,Amphiprion,Pomacentridae,Chordata,Teleostei,1790-07-02T12:00:00Z,10.0,93.0,,,,,Andaman,True,HumanObservation
01e4b6f0-f675-4040-9e95-0e6aaa799b5a,Thryssa hamiltonii,Thryssa hamiltonii,Thryssa,Engraulidae,Chordata,Teleostei,2023-01-09,21.7933049,89.2808746,,,,,Sundarban's west wildlife sanctuary,True,MachineObservation
01e4c541-7264-4b25-ad43-55e188e361ce,Selaroides leptolepis,Selaroides leptolepis,Selaroides,Carangidae,Chordata,Teleostei,2007/2008,8.6626,78.3192,19.0,19.0,19.0,,Tuticorin,True,HumanObservation
01e5c81d-a0a9-41ba-9337-bad1a4d8e710,Abudefduf bengalensis,Abudefduf bengalensis,Abudefduf,Pomacentridae,Chordata,Teleostei,2022-03-11T09:19:00+05:30,15.0099410949,74.0128275024,,,,,,True,HumanObservation
01e5d101-d4e7-4823-a554-a50fc1e251cd,Thunnus obesus,Thunnus obesus,Thunnus,Scombridae,Chordata,Teleostei,,6.5701166666667,73.7209666666669,,,,,,True,Occurrence
01e702e8-7f86-4c84-87aa-f692de0d29cf,Cephalopholis boenak,Cephalopholis boenak,Cephalopholis,Epinephelidae,Chordata,Teleostei,1790-07-02T12:00:00Z,11.1166667938,92.8166656494,,,,,Andaman Islands,True,HumanObservation
01e71021-36be-46d4-99ef-9e810fefe6bc,Chelon,,Chelon,Mugilidae,Chordata,Teleostei,2016-03-25,21.45755,92.0453,,,,Bangladesh,,True,PreservedSpecimen
01e72de2-4166-424e-82cc-4715495868d7,Variola albimarginata,Variola albimarginata,Variola,Epinephelidae,Chordata,Teleostei,,10.0,75.0,,,,Sri Lanka,,True,PreservedSpecimen
01e8c08b-651f-473c-acdc-66a746191c6b,Pangasiidae,,,Pangasiidae,Chordata,Teleostei,2023-01-09,21.7547399,89.2839957,,,,,Sundarban west wildlife sanctuary,True,MachineObservation
01e99376-fe39-42b1-a27a-64ba165b8380,Lates calcarifer,Lates calcarifer,Lates,Latidae,Chordata,Teleostei,2023-01-09,21.7039168,89.2609951,,,,,Sundarbans West Wildlife Sanctuary,True,MachineObservation
01e9bff4-19d2-487f-9b60-86cdbe91c363,Thunnus albacares,Thunnus albacares,Thunnus,Scombridae,Chordata,Teleostei,,3.4862333333333,89.016846666667,,,,,,True,Occurrence
01e9d63b-25f5-4a5e-80cc-518e0d435864,Istiophorus platypterus,Istiophorus platypterus,Istiophorus,Istiophoridae,Chordata,Teleostei,,19.6036499999999,69.1006,,,,,,True,Occurrence
01ea1e60-28a4-4f54-a437-da4df5a524ae,Entomacrodus vermiculatus,Entomacrodus vermiculatus,Entomacrodus,Blenniidae,Chordata,Teleostei,1970-06-10T08:42:00Z,7.91333293915,81.5666656494,2.5,2.0,3.0,Sri Lanka,Ceylon: Batticaloa District; Korali Pattu; Kalkudah Bay (Rock Outcrop 100 Ft Offshore of Lone Rock On Beach ca 200 Yds South of Rest House).,True,PreservedSpecimen
01ea25a4-dc0c-49f6-9877-c6c9e619be4c,Atherinomorus lacunosus,Atherinomorus lacunosus,Atherinomorus,Atherinidae,Chordata,Teleostei,,0.0,90.0,,,,IndonǸsie,,True,PreservedSpecimen
01eaaaad-89f2-46ba-b9b5-87a3c34901e2,Deveximentum insidiator,Deveximentum insidiator,Deveximentum,Leiognathidae,Chordata,Teleostei,1969/1980,13.09,80.33,,,,,Madras,True,HumanObservation
01eb0803-b0b0-44b2-a509-d2f1283093f8,Chaetodon xanthocephalus,Chaetodon xanthocephalus,Chaetodon,Chaetodontidae,Chordata,Teleostei,2025-12-17T11:55:00+05:00,4.1431509062,72.8447021619,,,,,,True,HumanObservation
01eb1c2a-df2c-49de-8444-07ae1c0f1948,Ctenopharyngodon idella,Ctenopharyngodon idella,Ctenopharyngodon,Cyprinidae,Chordata,Teleostei,1985-01-28/02-03,15.338051,76.46701,,,,India,"Bellary Dist., Tungabahdra R. and Reservoir at Hospet, Hampi, and Kampli.",False,PreservedSpecimen
01ebbff0-ff96-43ee-ad3d-b0e963317d94,Pangasius pangasius,Pangasius pangasius,Pangasius,Pangasiidae,Chordata,Teleostei,2023-01-09,21.7547399,89.2839957,,,,,Sundarban west wildlife sanctuary,False,MachineObservation
01ed2714-8fad-476a-b781-656ebbb9d871,Redigobius bikolanus,Redigobius bikolanus,Redigobius,Gobiidae,Chordata,Teleostei,2004-04-24,19.983,93.883,,,,Myanmar,,True,PreservedSpecimen
01ee01ca-4a5d-4360-9af0-f57d25b3034e,Eviota teresae,Eviota teresae,Eviota,Gobiidae,Chordata,Teleostei,2022-04-07T14:29:00-10:00,3.4875233488,72.8007247466,,,,,,True,HumanObservation
01ef99ae-016f-4776-9e03-c335ac94667e,Parateleopus indicus,Parateleopus indicus,Parateleopus,Ateleopodidae,Chordata,Teleostei,2010-09-17,12.82666667,93.213,441.0,441.0,441.0,India,Off North Andaman,True,PreservedSpecimen
01efce14-1858-46e1-97f1-16c14c43f721,Protonibea diacanthus,Protonibea diacanthus,Protonibea,Sciaenidae,Chordata,Teleostei,1963-11-19T08:54:00Z,23.2000007629,67.8000030518,24.5,24.0,25.0,India,Off of India/Pakistan border,True,PreservedSpecimen
01f0af4e-1399-4e78-b992-ebb76876ac83,Pomacanthus imperator,Pomacanthus imperator,Pomacanthus,Pomacanthidae,Chordata,Teleostei,2023-02-23T04:54:00+05:00,4.0982350351,72.745941631,,,,,,True,HumanObservation
01f18724-a478-4307-b506-ff5d298e17ae,Atropus armatus,Atropus armatus,Atropus,Carangidae,Chordata,Teleostei,,24.8666667,67.05,,,,Pakistan,,True,PreservedSpecimen
01f1aba9-48a6-4e1e-872b-b19f6b0f12cf,Bathyclupea hoskynii,Bathyclupea hoskynii,Bathyclupea,Bathyclupeidae,Chordata,Teleostei,1998/2007,12.4779,73.2697,350.0,200.0,500.0,,Southwest coast of India,True,HumanObservation
01f3bea0-2181-49b7-95cb-9a786b48484c,Leiuranus semicinctus,Leiuranus semicinctus,Leiuranus,Ophichthidae,Chordata,Teleostei,1839-07-02T12:00:00Z,11.0,72.5,,,,,Lakshadweep Islands,True,HumanObservation
01f489d4-f785-4ff8-b124-1c404bf03c90,Scatophagus argus,Scatophagus argus,Scatophagus,Scatophagidae,Chordata,Teleostei,2023-01-08,21.7565804,89.2230583,,,,,Sundarbans west wildlife sanctuary,True,MachineObservation
01f4ddc0-d914-43d2-b498-f6eb39261543,Coryphaena hippurus,Coryphaena hippurus,Coryphaena,Coryphaenidae,Chordata,Teleostei,,0.36680555,67.6668,,,,,,True,Occurrence
01f4e308-fbad-4104-a229-533aee07fbca,Halichoeres chloropterus,Halichoeres chloropterus,Halichoeres,Labridae,Chordata,Teleostei,,0.0,90.0,,,,IndonǸsie,,True,PreservedSpecimen
01f4ea79-dfba-49af-a72d-d1bd4af87b3d,Aluterus scriptus,Aluterus scriptus,Aluterus,Monacanthidae,Chordata,Teleostei,2023-02-28T09:40:00+05:00,3.442240467,73.6150718766,,,,,,True,HumanObservation
01f529a7-26d3-4843-9d69-c1c3e5cf1205,Diplodus,,Diplodus,Sparidae,Chordata,Teleostei,2023-01-08,21.7565804,89.2230174,,,,,Sundarbans west wildlife sanctuary,True,MachineObservation
01f539ae-86fe-4556-96eb-a60e515c3f0d,Pseudanthias squamipinnis,Pseudanthias squamipinnis,Pseudanthias,Anthiadidae,Chordata,Teleostei,,7.117000103,79.8079986572,,,,Sri Lanka,,True,HumanObservation
01f564c1-9c0f-4349-b01e-60223fa424f9,Pseudorhombus triocellatus,Pseudorhombus triocellatus,Pseudorhombus,Paralichthyidae,Chordata,Teleostei,1966-09-22T12:00:00Z,11.8999996185,79.9000015259,,,,India,"India: Pondicherry State; Pondicherry Veerampatinam Fishing Village, 6 km. South of Pondicherry (Bay of Bengal), Purchased At Village Landing.",True,PreservedSpecimen
01f6c264-8a8d-498f-82e6-0cd2112ef012,Scomberoides lysan,Scomberoides lysan,Scomberoides,Carangidae,Chordata,Teleostei,1966-09-10,18.25,72.416667,,,,India,"Bombay area; some purchased at Fish Market, others gifts from Coll. of Maharashtra St. Fish Dept.",True,PreservedSpecimen
01f6e6bb-c9ad-4efa-9feb-da9f15cea42d,Chromis viridis,Chromis viridis,Chromis,Pomacentridae,Chordata,Teleostei,2014-04-23T10:42:00+05:00,5.4941,73.4242777778,,,,,,True,HumanObservation
01f7c532-d57a-4901-b294-610e9b7839ca,Epinephelus longispinis,Epinephelus longispinis,Epinephelus,Epinephelidae,Chordata,Teleostei,2007/2008,8.6626,78.3192,30.0,30.0,30.0,,Tirespuram,True,HumanObservation
01f847e6-4830-4819-86ad-df8f47ecf643,Scarus frenatus,Scarus frenatus,Scarus,Scaridae,Chordata,Teleostei,2025-12-30T12:17:00+05:00,3.4978873201,73.5262155533,,,,,,True,HumanObservation
01faafac-1076-42ba-87e1-bf362217f606,Chrysiptera unimaculata,Chrysiptera unimaculata,Chrysiptera,Pomacentridae,Chordata,Teleostei,2025-03-15T11:36:00+05:00,4.2160846183,72.8616683306,,,,,,True,HumanObservation
01fb5112-8ed0-4176-8f09-4935da3442ab,Zebrasoma scopas,Zebrasoma scopas,Zebrasoma,Acanthuridae,Chordata,Teleostei,2026-01-09T15:12:00+05:00,5.132638,72.937853,,,,,,True,HumanObservation
01fc0c78-1c1d-4ca2-87f2-01e1a62afa69,Canthigaster valentini,Canthigaster valentini,Canthigaster,Tetraodontidae,Chordata,Teleostei,2024-01-25T13:53:00+05:00,3.5376223,72.912612,,,,,,True,HumanObservation
01fc756a-4248-4728-829b-d84dbe82809c,Lutjanus kasmira,Lutjanus kasmira,Lutjanus,Lutjanidae,Chordata,Teleostei,2012-12-25T15:39:00+01:00,3.6625,72.7447222222,,,,,,True,HumanObservation
01fcdd41-1799-49ad-9fca-55d242ded6fb,Cheilinus fasciatus,Cheilinus fasciatus,Cheilinus,Labridae,Chordata,Teleostei,2026-05-02T14:47:50+05:00,1.8183569257,73.4013452969,,,,,,True,HumanObservation
